kp,kd,ki,f1, f2 
7.916067008872213,2.1257463900469187,1.2226701846749468,2.2035499138105874,0.03643039173010485
10.0,1.9319158369070313,0.0,1.9973613637162375,0.04417304304256919
3.680356485331992,1.3998178656920635,2.19045756034531,2.6761216758571664,0.03211856817380256
8.562886294861517,2.583515691237994,5.400707459446721,2.3841504331074397,0.03387472177886824
10.0,2.1272514869175705,0.0,2.0396914684594822,0.041888377731140285
2.251845396764218,0.481166549655788,0.0,2.0471113950841833,0.036660918805899445
8.470434743385127,2.437849856896168,1.7323501308859028,2.2709996290710968,0.03537106439587132
2.5271456078012395,1.2350830630095913,0.2837269438935719,3.060241820580374,0.031304967358057906
5.499274415285624,1.8246080615773372,1.5283375059569302,2.426899638396193,0.032857205128732817
9.332928901495727,0.8038226039742928,0.0,1.886935152822441,0.06653479217179106
8.405655058351863,2.7995945683036214,0.6566244896252469,2.384946470184227,0.03375896511620874
4.758898884610511,1.9817235039201389,0.0,2.702879944568006,0.03207613152693009
5.0,1.9620770763301127,0.05128229299924858,2.599472993678986,0.03227476863830032
2.7648332199375005,0.2690151604057689,0.0,1.978395862876783,0.058206496647813945
9.684805082409197,2.9716459909313704,0.16813836970527585,2.29553511379694,0.03520624294325015
10.0,3.158601535292121,1.401267873119564,2.3451362051905082,0.034481885543346164
6.400637748270262,2.104934678350525,0.8609357464233991,2.3855064112570123,0.033336530547078455
9.537619177408228,2.8080729038485206,6.878127459866249,2.377606042448648,0.03417673460724878
