kp,kd,ki,f1, f2 
9.104475189299682,1.2019996295705404,0.07928202761673911,2.020411994249942,0.03504780133394842
10.0,1.3164414036022916,0.07768262132702813,1.9937826576519115,0.03974021316267236
5.290672683454819,0.9222731818509837,0.19663612353464419,2.00917133529414,0.03789512576925487
6.237417101066276,0.6718868725862125,0.3714337779293979,2.058163831066341,0.03128654418461735
5.283887571540855,0.9709093813438959,0.39211833274775726,1.989104940765094,0.040718165218594456
5.514751916140982,1.186984992471959,0.0,2.0821973360685524,0.030734124846725087
4.7401865699113355,0.6786990453980909,0.0890567088243896,1.9824803504160735,0.04349210970569415
8.523048579076672,1.6534270513023435,0.24876024401641778,1.966249802482072,0.05865447436149196
7.159167022150633,1.074463618057103,0.517227438791583,1.9666761398493335,0.05565645543890039
6.5006605771826385,0.6964465717037271,0.44991063423491917,1.9697603098692162,0.051686214850922035
10.0,1.967728194303462,0.0,2.0493244202317933,0.03224979869287043
8.135726953861136,1.2235074757409319,0.19214885101204415,2.026731153807843,0.03377445284112111
10.0,1.868679310562035,0.3412142705165723,2.000189123092103,0.03813203977621034
9.276912271850502,1.0913448288302146,0.2887993380139089,2.004407557218887,0.037901292733298404
8.342514102755267,1.0137127794545648,0.0,1.9717389632008302,0.05061947457900859
10.0,0.6228775497664243,0.050673023839874015,2.026083406546654,0.03481478376481316
6.7701775668112125,1.117808122901801,0.51571647218751,2.031072304051544,0.03356374468732019
10.0,1.2053220792730281,0.011511367096883995,1.993420997240836,0.04047354084914261
8.115144580098585,1.56044118660922,0.23830380306154206,2.1102522381673072,0.030568098538278403
9.53713722561286,1.9914515576540706,0.20637850447230316,1.972107195713274,0.04969334280225399
3.329724329343972,0.6969440105531992,0.0,2.182221042587626,0.030516920659646455
9.061257093756613,1.1057443763955934,0.0941848815574141,2.07993799688269,0.030755016299363464
9.539296714947897,1.6212076767777719,0.24530254483481595,2.053482735871417,0.031490876245624085
4.016016556568042,0.8874326780555359,0.099595428071732,1.9811090438245313,0.043596206944128926
6.266670688772743,0.6288810660958222,0.1393420771868687,1.9902533586960196,0.040603828637233504
10.0,1.4897396105438248,0.20587863364431544,2.019953596004894,0.035294681060340796
10.0,1.4025866042932025,0.23643582907853194,1.9681050014414303,0.053389100435063966
8.655144994564631,1.1816643593910898,0.22836233311662194,1.987500585249706,0.041915171115003876
10.0,1.2095438958516973,0.1072977996339182,2.0106241007770995,0.03619499455173157
8.724090371164447,1.8805318237477184,0.1115224583731478,1.9784200906196248,0.044689033250738495
7.451935917274997,1.1011814708923477,0.15469887100163568,1.9736752165470712,0.048037299978593954
9.927530089286362,1.0257937830958155,0.05618929144614959,2.0379247624932004,0.03315876522970499
6.6731511223792825,0.8288043913819472,0.20829006856664226,1.970710903239582,0.050899953309197346
8.491934800777265,1.3430426084607887,0.21345074385852758,50.823237702661274,0.01582311213591563
